,pathname,class,mode
2094,/asl_dataset/k/hand5_k_bot_seg_1_cropped.jpeg,k,train
1460,/asl_dataset/c/hand2_c_bot_seg_3_cropped.jpeg,c,train
1065,/asl_dataset/f/hand2_f_dif_seg_4_cropped.jpeg,f,train
1766,/asl_dataset/x/hand4_x_bot_seg_1_cropped.jpeg,x,train
575,/asl_dataset/6/hand1_6_bot_seg_4_cropped.jpeg,6,train
1371,/asl_dataset/j/hand5_j_dif_seg_5_cropped.jpeg,j,train
283,/asl_dataset/7/hand2_7_dif_seg_3_cropped.jpeg,7,train
1420,/asl_dataset/c/hand1_c_top_seg_2_cropped.jpeg,c,train
724,/asl_dataset/1/hand5_1_bot_seg_4_cropped.jpeg,1,train
1975,/asl_dataset/b/hand2_b_dif_seg_5_cropped.jpeg,b,train
322,/asl_dataset/7/hand3_7_dif_seg_1_cropped.jpeg,7,train
1608,/asl_dataset/q/hand1_q_dif_seg_3_cropped.jpeg,q,train
2394,/asl_dataset/p/hand1_p_dif_seg_2_cropped.jpeg,p,train
933,/asl_dataset/s/hand2_s_bot_seg_4_cropped.jpeg,s,train
1281,/asl_dataset/m/hand1_m_top_seg_3_cropped.jpeg,m,train
1005,/asl_dataset/a/hand2_a_right_seg_4_cropped.jpeg,a,train
1164,/asl_dataset/o/hand2_o_top_seg_4_cropped.jpeg,o,train
1050,/asl_dataset/f/hand5_f_bot_seg_3_cropped.jpeg,f,train
2513,/asl_dataset/w/hand1_w_left_seg_1_cropped.jpeg,w,train
93,/asl_dataset/u/hand1_u_bot_seg_1_cropped.jpeg,u,train
672,/asl_dataset/z/hand3_z_dif_seg_3_cropped.jpeg,z,train
2331,/asl_dataset/5/hand1_5_bot_seg_2_cropped.jpeg,5,train
1310,/asl_dataset/m/hand1_m_dif_seg_5_cropped.jpeg,m,train
1877,/asl_dataset/3/hand1_3_left_seg_5_cropped.jpeg,3,train
2374,/asl_dataset/5/hand5_5_dif_seg_3_cropped.jpeg,5,train
925,/asl_dataset/s/hand2_s_bot_seg_2_cropped.jpeg,s,train
231,/asl_dataset/0/hand2_0_dif_seg_5_cropped.jpeg,0,train
1410,/asl_dataset/c/hand3_c_dif_seg_2_cropped.jpeg,c,train
990,/asl_dataset/a/hand1_a_bot_seg_2_cropped.jpeg,a,train
1151,/asl_dataset/o/hand4_o_bot_seg_5_cropped.jpeg,o,train
930,/asl_dataset/s/hand2_s_left_seg_1_cropped.jpeg,s,train
935,/asl_dataset/s/hand2_s_top_seg_2_cropped.jpeg,s,train
620,/asl_dataset/6/hand2_6_right_seg_5_cropped.jpeg,6,train
1160,/asl_dataset/o/hand1_o_dif_seg_2_cropped.jpeg,o,train
2046,/asl_dataset/k/hand2_k_bot_seg_1_cropped.jpeg,k,train
221,/asl_dataset/0/hand2_0_dif_seg_3_cropped.jpeg,0,train
2032,/asl_dataset/k/hand1_k_top_seg_5_cropped.jpeg,k,train
1198,/asl_dataset/h/hand1_h_bot_seg_3_cropped.jpeg,h,train
1235,/asl_dataset/h/hand2_h_top_seg_5_cropped.jpeg,h,train
404,/asl_dataset/i/hand5_i_dif_seg_3_cropped.jpeg,i,train
635,/asl_dataset/z/hand1_z_left_seg_1_cropped.jpeg,z,train
1694,/asl_dataset/4/hand1_4_top_seg_4_cropped.jpeg,4,train
652,/asl_dataset/z/hand2_z_top_seg_3_cropped.jpeg,z,train
143,/asl_dataset/9/hand1_9_top_seg_5_cropped.jpeg,9,train
1653,/asl_dataset/q/hand2_q_dif_seg_4_cropped.jpeg,q,train
258,/asl_dataset/0/hand2_0_bot_seg_4_cropped.jpeg,0,train
1339,/asl_dataset/j/hand1_j_bot_seg_5_cropped.jpeg,j,train
1120,/asl_dataset/o/hand1_o_top_seg_3_cropped.jpeg,o,train
39,/asl_dataset/r/hand1_r_top_seg_4_cropped.jpeg,r,train
1901,/asl_dataset/e/hand5_e_bot_seg_3_cropped.jpeg,e,train
1849,/asl_dataset/3/hand2_3_left_seg_5_cropped.jpeg,3,train
2221,/asl_dataset/2/hand3_2_dif_seg_1_cropped.jpeg,2,train
2357,/asl_dataset/5/hand5_5_dif_seg_2_cropped.jpeg,5,train
1663,/asl_dataset/q/hand2_q_bot_seg_1_cropped.jpeg,q,train
621,/asl_dataset/6/hand2_6_left_seg_5_cropped.jpeg,6,train
966,/asl_dataset/s/hand2_s_dif_seg_2_cropped.jpeg,s,train
2376,/asl_dataset/p/hand1_p_bot_seg_1_cropped.jpeg,p,train
1936,/asl_dataset/e/hand2_e_bot_seg_2_cropped.jpeg,e,train
530,/asl_dataset/g/hand5_g_bot_seg_1_cropped.jpeg,g,train
2317,/asl_dataset/5/hand3_5_dif_seg_4_cropped.jpeg,5,train
2207,/asl_dataset/2/hand2_2_dif_seg_1_cropped.jpeg,2,train
1177,/asl_dataset/o/hand1_o_left_seg_2_cropped.jpeg,o,train
1770,/asl_dataset/x/hand1_x_left_seg_5_cropped.jpeg,x,train
1376,/asl_dataset/j/hand2_j_right_seg_3_cropped.jpeg,j,train
120,/asl_dataset/u/hand5_u_dif_seg_1_cropped.jpeg,u,train
984,/asl_dataset/a/hand2_a_dif_seg_3_cropped.jpeg,a,train
422,/asl_dataset/n/hand4_n_bot_seg_2_cropped.jpeg,n,train
2079,/asl_dataset/k/hand3_k_dif_seg_1_cropped.jpeg,k,train
2287,/asl_dataset/y/hand1_y_bot_seg_4_cropped.jpeg,y,train
2232,/asl_dataset/2/hand2_2_top_seg_3_cropped.jpeg,2,train
732,/asl_dataset/1/hand1_1_top_seg_3_cropped.jpeg,1,train
592,/asl_dataset/6/hand1_6_right_seg_3_cropped.jpeg,6,train
2058,/asl_dataset/k/hand2_k_left_seg_3_cropped.jpeg,k,train
972,/asl_dataset/s/hand1_s_bot_seg_5_cropped.jpeg,s,train
299,/asl_dataset/7/hand1_7_bot_seg_3_cropped.jpeg,7,train
1168,/asl_dataset/o/hand1_o_dif_seg_4_cropped.jpeg,o,train
1700,/asl_dataset/4/hand4_4_bot_seg_2_cropped.jpeg,4,train
2373,/asl_dataset/5/hand5_5_dif_seg_4_cropped.jpeg,5,train
265,/asl_dataset/0/hand1_0_dif_seg_4_cropped.jpeg,0,train
1482,/asl_dataset/d/hand5_d_bot_seg_3_cropped.jpeg,d,train
1851,/asl_dataset/3/hand4_3_bot_seg_4_cropped.jpeg,3,train
66,/asl_dataset/r/hand2_r_right_seg_3_cropped.jpeg,r,train
759,/asl_dataset/1/hand2_1_bot_seg_4_cropped.jpeg,1,train
1527,/asl_dataset/d/hand1_d_left_seg_5_cropped.jpeg,d,train
834,/asl_dataset/8/hand5_8_dif_seg_3_cropped.jpeg,8,train
1222,/asl_dataset/h/hand3_h_dif_seg_3_cropped.jpeg,h,train
60,/asl_dataset/r/hand1_r_dif_seg_1_cropped.jpeg,r,train
1928,/asl_dataset/e/hand5_e_dif_seg_5_cropped.jpeg,e,train
2462,/asl_dataset/w/hand2_w_bot_seg_4_cropped.jpeg,w,train
658,/asl_dataset/z/hand4_z_bot_seg_1_cropped.jpeg,z,train
1276,/asl_dataset/m/hand1_m_bot_seg_5_cropped.jpeg,m,train
1611,/asl_dataset/q/hand2_q_bot_seg_5_cropped.jpeg,q,train
133,/asl_dataset/u/hand1_u_right_seg_3_cropped.jpeg,u,train
2350,/asl_dataset/5/hand2_5_left_seg_3_cropped.jpeg,5,train
996,/asl_dataset/a/hand1_a_left_seg_3_cropped.jpeg,a,train
727,/asl_dataset/1/hand2_1_dif_seg_4_cropped.jpeg,1,train
1496,/asl_dataset/d/hand5_d_bot_seg_2_cropped.jpeg,d,train
2056,/asl_dataset/k/hand2_k_top_seg_1_cropped.jpeg,k,train
515,/asl_dataset/g/hand1_g_bot_seg_5_cropped.jpeg,g,train
1914,/asl_dataset/e/hand2_e_bot_seg_1_cropped.jpeg,e,train
2158,/asl_dataset/l/hand3_l_dif_seg_1_cropped.jpeg,l,train
2260,/asl_dataset/y/hand2_y_right_seg_5_cropped.jpeg,y,train
2224,/asl_dataset/2/hand1_2_dif_seg_4_cropped.jpeg,2,train
1824,/asl_dataset/3/hand1_3_bot_seg_4_cropped.jpeg,3,train
2070,/asl_dataset/k/hand2_k_right_seg_2_cropped.jpeg,k,train
689,/asl_dataset/z/hand2_z_dif_seg_2_cropped.jpeg,z,train
1356,/asl_dataset/j/hand1_j_bot_seg_4_cropped.jpeg,j,train
607,/asl_dataset/6/hand1_6_dif_seg_3_cropped.jpeg,6,train
1220,/asl_dataset/h/hand2_h_bot_seg_1_cropped.jpeg,h,train
1098,/asl_dataset/f/hand1_f_dif_seg_5_cropped.jpeg,f,train
2367,/asl_dataset/5/hand2_5_bot_seg_2_cropped.jpeg,5,train
1605,/asl_dataset/q/hand5_q_dif_seg_3_cropped.jpeg,q,train
82,/asl_dataset/u/hand1_u_dif_seg_4_cropped.jpeg,u,train
1051,/asl_dataset/f/hand1_f_top_seg_5_cropped.jpeg,f,train
2082,/asl_dataset/k/hand1_k_dif_seg_5_cropped.jpeg,k,train
131,/asl_dataset/u/hand4_u_bot_seg_5_cropped.jpeg,u,train
1032,/asl_dataset/a/hand1_a_dif_seg_5_cropped.jpeg,a,train
1861,/asl_dataset/3/hand1_3_dif_seg_4_cropped.jpeg,3,train
2445,/asl_dataset/w/hand1_w_bot_seg_1_cropped.jpeg,w,train
2039,/asl_dataset/k/hand1_k_top_seg_3_cropped.jpeg,k,train
342,/asl_dataset/7/hand1_7_left_seg_4_cropped.jpeg,7,train
2289,/asl_dataset/y/hand1_y_top_seg_5_cropped.jpeg,y,train
1307,/asl_dataset/m/hand2_m_bot_seg_4_cropped.jpeg,m,train
1957,/asl_dataset/b/hand5_b_bot_seg_5_cropped.jpeg,b,train
2481,/asl_dataset/w/hand1_w_dif_seg_1_cropped.jpeg,w,train
444,/asl_dataset/n/hand1_n_left_seg_3_cropped.jpeg,n,train
1017,/asl_dataset/a/hand1_a_dif_seg_4_cropped.jpeg,a,train
1907,/asl_dataset/e/hand2_e_right_seg_2_cropped.jpeg,e,train
431,/asl_dataset/n/hand3_n_dif_seg_5_cropped.jpeg,n,train
2264,/asl_dataset/y/hand2_y_top_seg_5_cropped.jpeg,y,train
522,/asl_dataset/g/hand1_g_top_seg_5_cropped.jpeg,g,train
1732,/asl_dataset/4/hand1_4_right_seg_4_cropped.jpeg,4,train
624,/asl_dataset/6/hand2_6_left_seg_2_cropped.jpeg,6,train
1458,/asl_dataset/c/hand2_c_top_seg_2_cropped.jpeg,c,train
1649,/asl_dataset/q/hand5_q_bot_seg_2_cropped.jpeg,q,train
2461,/asl_dataset/w/hand1_w_dif_seg_2_cropped.jpeg,w,train
417,/asl_dataset/i/hand1_i_dif_seg_5_cropped.jpeg,i,train
1785,/asl_dataset/x/hand5_x_bot_seg_5_cropped.jpeg,x,train
1080,/asl_dataset/f/hand2_f_top_seg_1_cropped.jpeg,f,train
839,/asl_dataset/8/hand2_8_bot_seg_5_cropped.jpeg,8,train
426,/asl_dataset/n/hand5_n_dif_seg_1_cropped.jpeg,n,train
1328,/asl_dataset/j/hand1_j_dif_seg_1_cropped.jpeg,j,train
2319,/asl_dataset/5/hand4_5_bot_seg_5_cropped.jpeg,5,train
717,/asl_dataset/1/hand2_1_dif_seg_2_cropped.jpeg,1,train
1817,/asl_dataset/3/hand1_3_right_seg_4_cropped.jpeg,3,train
650,/asl_dataset/z/hand2_z_left_seg_4_cropped.jpeg,z,train
1948,/asl_dataset/e/hand5_e_bot_seg_1_cropped.jpeg,e,train
994,/asl_dataset/a/hand3_a_dif_seg_4_cropped.jpeg,a,train
125,/asl_dataset/u/hand1_u_left_seg_4_cropped.jpeg,u,train
1475,/asl_dataset/d/hand4_d_bot_seg_3_cropped.jpeg,d,train
393,/asl_dataset/i/hand5_i_bot_seg_1_cropped.jpeg,i,train
1992,/asl_dataset/b/hand2_b_left_seg_1_cropped.jpeg,b,train
1501,/asl_dataset/d/hand2_d_left_seg_4_cropped.jpeg,d,train
1462,/asl_dataset/c/hand1_c_dif_seg_2_cropped.jpeg,c,train
62,/asl_dataset/r/hand4_r_bot_seg_4_cropped.jpeg,r,train
2473,/asl_dataset/w/hand2_w_top_seg_3_cropped.jpeg,w,train
1056,/asl_dataset/f/hand1_f_left_seg_5_cropped.jpeg,f,train
1545,/asl_dataset/v/hand2_v_left_seg_3_cropped.jpeg,v,train
2491,/asl_dataset/w/hand4_w_bot_seg_2_cropped.jpeg,w,train
152,/asl_dataset/9/hand1_9_bot_seg_5_cropped.jpeg,9,train
653,/asl_dataset/z/hand2_z_bot_seg_5_cropped.jpeg,z,train
2293,/asl_dataset/y/hand2_y_dif_seg_5_cropped.jpeg,y,train
10,/asl_dataset/r/hand2_r_left_seg_5_cropped.jpeg,r,train
1641,/asl_dataset/q/hand1_q_bot_seg_3_cropped.jpeg,q,train
2485,/asl_dataset/w/hand3_w_dif_seg_5_cropped.jpeg,w,train
1806,/asl_dataset/x/hand4_x_bot_seg_4_cropped.jpeg,x,train
2496,/asl_dataset/w/hand3_w_dif_seg_4_cropped.jpeg,w,train
772,/asl_dataset/8/hand1_8_dif_seg_1_cropped.jpeg,8,train
1070,/asl_dataset/f/hand2_f_left_seg_1_cropped.jpeg,f,train
1165,/asl_dataset/o/hand2_o_top_seg_3_cropped.jpeg,o,train
508,/asl_dataset/g/hand4_g_bot_seg_5_cropped.jpeg,g,train
480,/asl_dataset/n/hand1_n_dif_seg_5_cropped.jpeg,n,train
768,/asl_dataset/1/hand1_1_right_seg_2_cropped.jpeg,1,train
111,/asl_dataset/u/hand1_u_top_seg_5_cropped.jpeg,u,train
167,/asl_dataset/9/hand3_9_dif_seg_5_cropped.jpeg,9,train
2118,/asl_dataset/l/hand2_l_dif_seg_3_cropped.jpeg,l,train
914,/asl_dataset/s/hand5_s_bot_seg_1_cropped.jpeg,s,train
1077,/asl_dataset/f/hand1_f_right_seg_4_cropped.jpeg,f,train
1984,/asl_dataset/b/hand2_b_top_seg_1_cropped.jpeg,b,train
1163,/asl_dataset/o/hand2_o_right_seg_2_cropped.jpeg,o,train
882,/asl_dataset/t/hand4_t_bot_seg_3_cropped.jpeg,t,train
616,/asl_dataset/6/hand2_6_bot_seg_5_cropped.jpeg,6,train
644,/asl_dataset/z/hand5_z_dif_seg_5_cropped.jpeg,z,train
1604,/asl_dataset/v/hand4_v_bot_seg_3_cropped.jpeg,v,train
1302,/asl_dataset/m/hand3_m_dif_seg_1_cropped.jpeg,m,train
1805,/asl_dataset/x/hand5_x_dif_seg_1_cropped.jpeg,x,train
369,/asl_dataset/i/hand2_i_right_seg_5_cropped.jpeg,i,train
975,/asl_dataset/a/hand2_a_dif_seg_5_cropped.jpeg,a,train
197,/asl_dataset/9/hand5_9_dif_seg_2_cropped.jpeg,9,train
1767,/asl_dataset/x/hand1_x_dif_seg_3_cropped.jpeg,x,train
214,/asl_dataset/0/hand2_0_left_seg_2_cropped.jpeg,0,train
964,/asl_dataset/s/hand1_s_left_seg_1_cropped.jpeg,s,train
1368,/asl_dataset/j/hand2_j_dif_seg_1_cropped.jpeg,j,train
851,/asl_dataset/t/hand2_t_top_seg_3_cropped.jpeg,t,train
1516,/asl_dataset/d/hand1_d_dif_seg_3_cropped.jpeg,d,train
2465,/asl_dataset/w/hand2_w_top_seg_2_cropped.jpeg,w,train
500,/asl_dataset/g/hand4_g_bot_seg_4_cropped.jpeg,g,train
679,/asl_dataset/z/hand5_z_bot_seg_5_cropped.jpeg,z,train
1552,/asl_dataset/v/hand1_v_dif_seg_5_cropped.jpeg,v,train
1003,/asl_dataset/a/hand3_a_dif_seg_2_cropped.jpeg,a,train
1315,/asl_dataset/m/hand2_m_bot_seg_5_cropped.jpeg,m,train
2486,/asl_dataset/w/hand3_w_dif_seg_2_cropped.jpeg,w,train
1494,/asl_dataset/d/hand1_d_bot_seg_2_cropped.jpeg,d,train
2480,/asl_dataset/w/hand4_w_bot_seg_3_cropped.jpeg,w,train
2416,/asl_dataset/p/hand2_p_bot_seg_1_cropped.jpeg,p,train
817,/asl_dataset/8/hand5_8_dif_seg_5_cropped.jpeg,8,train
451,/asl_dataset/n/hand5_n_bot_seg_5_cropped.jpeg,n,train
118,/asl_dataset/u/hand2_u_dif_seg_2_cropped.jpeg,u,train
992,/asl_dataset/a/hand1_a_bot_seg_5_cropped.jpeg,a,train
752,/asl_dataset/1/hand4_1_bot_seg_1_cropped.jpeg,1,train
1064,/asl_dataset/f/hand2_f_dif_seg_3_cropped.jpeg,f,train
993,/asl_dataset/a/hand2_a_bot_seg_1_cropped.jpeg,a,train
979,/asl_dataset/a/hand1_a_bot_seg_3_cropped.jpeg,a,train
1718,/asl_dataset/4/hand2_4_bot_seg_5_cropped.jpeg,4,train
1994,/asl_dataset/b/hand5_b_dif_seg_2_cropped.jpeg,b,train
2060,/asl_dataset/k/hand4_k_bot_seg_3_cropped.jpeg,k,train
2398,/asl_dataset/p/hand1_p_left_seg_2_cropped.jpeg,p,train
2383,/asl_dataset/p/hand2_p_right_seg_3_cropped.jpeg,p,train
963,/asl_dataset/s/hand1_s_top_seg_2_cropped.jpeg,s,train
2141,/asl_dataset/l/hand2_l_top_seg_3_cropped.jpeg,l,train
2098,/asl_dataset/l/hand1_l_bot_seg_3_cropped.jpeg,l,train
429,/asl_dataset/n/hand4_n_bot_seg_4_cropped.jpeg,n,train
1991,/asl_dataset/b/hand3_b_dif_seg_4_cropped.jpeg,b,train
2110,/asl_dataset/l/hand5_l_bot_seg_2_cropped.jpeg,l,train
889,/asl_dataset/t/hand1_t_bot_seg_4_cropped.jpeg,t,train
1916,/asl_dataset/e/hand3_e_dif_seg_4_cropped.jpeg,e,train
419,/asl_dataset/i/hand5_i_dif_seg_5_cropped.jpeg,i,train
1764,/asl_dataset/x/hand5_x_dif_seg_3_cropped.jpeg,x,train
1671,/asl_dataset/q/hand3_q_dif_seg_5_cropped.jpeg,q,train
98,/asl_dataset/u/hand2_u_left_seg_3_cropped.jpeg,u,train
693,/asl_dataset/z/hand1_z_bot_seg_3_cropped.jpeg,z,train
1798,/asl_dataset/x/hand1_x_top_seg_5_cropped.jpeg,x,train
438,/asl_dataset/n/hand1_n_bot_seg_4_cropped.jpeg,n,train
486,/asl_dataset/n/hand2_n_top_seg_5_cropped.jpeg,n,train
2295,/asl_dataset/y/hand1_y_top_seg_3_cropped.jpeg,y,train
492,/asl_dataset/g/hand1_g_right_seg_3_cropped.jpeg,g,train
2172,/asl_dataset/2/hand2_2_top_seg_1_cropped.jpeg,2,train
1841,/asl_dataset/3/hand4_3_bot_seg_5_cropped.jpeg,3,train
1162,/asl_dataset/o/hand2_o_right_seg_5_cropped.jpeg,o,train
155,/asl_dataset/9/hand1_9_top_seg_3_cropped.jpeg,9,train
554,/asl_dataset/g/hand1_g_right_seg_1_cropped.jpeg,g,train
2138,/asl_dataset/l/hand5_l_dif_seg_3_cropped.jpeg,l,train
260,/asl_dataset/0/hand2_0_bot_seg_3_cropped.jpeg,0,train
2194,/asl_dataset/2/hand1_2_bot_seg_3_cropped.jpeg,2,train
475,/asl_dataset/n/hand2_n_right_seg_3_cropped.jpeg,n,train
1387,/asl_dataset/j/hand4_j_bot_seg_1_cropped.jpeg,j,train
894,/asl_dataset/t/hand5_t_bot_seg_3_cropped.jpeg,t,train
1297,/asl_dataset/m/hand1_m_bot_seg_1_cropped.jpeg,m,train
810,/asl_dataset/8/hand1_8_bot_seg_1_cropped.jpeg,8,train
1827,/asl_dataset/3/hand1_3_right_seg_5_cropped.jpeg,3,train
568,/asl_dataset/6/hand4_6_bot_seg_3_cropped.jpeg,6,train
2226,/asl_dataset/2/hand1_2_dif_seg_3_cropped.jpeg,2,train
1727,/asl_dataset/4/hand1_4_dif_seg_5_cropped.jpeg,4,train
1345,/asl_dataset/j/hand1_j_right_seg_2_cropped.jpeg,j,train
2299,/asl_dataset/y/hand1_y_right_seg_3_cropped.jpeg,y,train
1947,/asl_dataset/e/hand1_e_right_seg_3_cropped.jpeg,e,train
382,/asl_dataset/i/hand1_i_bot_seg_2_cropped.jpeg,i,train
144,/asl_dataset/9/hand5_9_bot_seg_3_cropped.jpeg,9,train
1593,/asl_dataset/v/hand4_v_bot_seg_2_cropped.jpeg,v,train
777,/asl_dataset/8/hand3_8_dif_seg_5_cropped.jpeg,8,train
2308,/asl_dataset/5/hand1_5_left_seg_3_cropped.jpeg,5,train
962,/asl_dataset/s/hand1_s_top_seg_5_cropped.jpeg,s,train
544,/asl_dataset/g/hand2_g_bot_seg_4_cropped.jpeg,g,train
1878,/asl_dataset/3/hand2_3_dif_seg_1_cropped.jpeg,3,train
2177,/asl_dataset/2/hand3_2_dif_seg_4_cropped.jpeg,2,train
172,/asl_dataset/9/hand5_9_dif_seg_1_cropped.jpeg,9,train
9,/asl_dataset/r/hand5_r_dif_seg_2_cropped.jpeg,r,train
753,/asl_dataset/1/hand1_1_dif_seg_3_cropped.jpeg,1,train
17,/asl_dataset/r/hand2_r_left_seg_4_cropped.jpeg,r,train
410,/asl_dataset/i/hand2_i_top_seg_5_cropped.jpeg,i,train
1044,/asl_dataset/a/hand5_a_bot_seg_1_cropped.jpeg,a,train
1400,/asl_dataset/c/hand2_c_left_seg_2_cropped.jpeg,c,train
1130,/asl_dataset/o/hand1_o_bot_seg_3_cropped.jpeg,o,train
1197,/asl_dataset/h/hand1_h_bot_seg_4_cropped.jpeg,h,train
166,/asl_dataset/9/hand1_9_left_seg_2_cropped.jpeg,9,train
1754,/asl_dataset/x/hand1_x_left_seg_4_cropped.jpeg,x,train
2108,/asl_dataset/l/hand1_l_top_seg_3_cropped.jpeg,l,train
254,/asl_dataset/0/hand1_0_right_seg_2_cropped.jpeg,0,train
2446,/asl_dataset/w/hand1_w_right_seg_5_cropped.jpeg,w,train
267,/asl_dataset/0/hand1_0_left_seg_5_cropped.jpeg,0,train
977,/asl_dataset/a/hand2_a_left_seg_1_cropped.jpeg,a,train
253,/asl_dataset/0/hand2_0_top_seg_5_cropped.jpeg,0,train
1636,/asl_dataset/q/hand2_q_right_seg_2_cropped.jpeg,q,train
1579,/asl_dataset/v/hand1_v_left_seg_3_cropped.jpeg,v,train
751,/asl_dataset/1/hand2_1_bot_seg_5_cropped.jpeg,1,train
405,/asl_dataset/i/hand1_i_dif_seg_4_cropped.jpeg,i,train
2168,/asl_dataset/2/hand5_2_dif_seg_1_cropped.jpeg,2,train
2231,/asl_dataset/2/hand2_2_top_seg_4_cropped.jpeg,2,train
1938,/asl_dataset/e/hand4_e_bot_seg_1_cropped.jpeg,e,train
1899,/asl_dataset/e/hand1_e_top_seg_2_cropped.jpeg,e,train
1394,/asl_dataset/j/hand2_j_top_seg_4_cropped.jpeg,j,train
467,/asl_dataset/n/hand2_n_left_seg_5_cropped.jpeg,n,train
795,/asl_dataset/8/hand2_8_dif_seg_3_cropped.jpeg,8,train
1437,/asl_dataset/c/hand1_c_left_seg_3_cropped.jpeg,c,train
2223,/asl_dataset/2/hand2_2_right_seg_2_cropped.jpeg,2,train
695,/asl_dataset/z/hand2_z_right_seg_4_cropped.jpeg,z,train
1661,/asl_dataset/q/hand1_q_left_seg_5_cropped.jpeg,q,train
2294,/asl_dataset/y/hand1_y_top_seg_4_cropped.jpeg,y,train
2514,/asl_dataset/w/hand2_w_dif_seg_5_cropped.jpeg,w,train
2157,/asl_dataset/l/hand1_l_left_seg_5_cropped.jpeg,l,train
336,/asl_dataset/7/hand5_7_dif_seg_3_cropped.jpeg,7,train
1868,/asl_dataset/3/hand2_3_top_seg_5_cropped.jpeg,3,train
1720,/asl_dataset/4/hand1_4_right_seg_5_cropped.jpeg,4,train
1085,/asl_dataset/f/hand4_f_bot_seg_1_cropped.jpeg,f,train
1678,/asl_dataset/4/hand1_4_top_seg_2_cropped.jpeg,4,train
1408,/asl_dataset/c/hand1_c_right_seg_5_cropped.jpeg,c,train
1234,/asl_dataset/h/hand2_h_top_seg_2_cropped.jpeg,h,train
1377,/asl_dataset/j/hand3_j_dif_seg_1_cropped.jpeg,j,train
1749,/asl_dataset/x/hand2_x_top_seg_2_cropped.jpeg,x,train
377,/asl_dataset/i/hand1_i_bot_seg_3_cropped.jpeg,i,train
1807,/asl_dataset/x/hand1_x_dif_seg_1_cropped.jpeg,x,train
664,/asl_dataset/z/hand2_z_left_seg_1_cropped.jpeg,z,train
1561,/asl_dataset/v/hand2_v_dif_seg_1_cropped.jpeg,v,train
1471,/asl_dataset/d/hand2_d_bot_seg_1_cropped.jpeg,d,train
2410,/asl_dataset/p/hand4_p_bot_seg_4_cropped.jpeg,p,train
1082,/asl_dataset/f/hand3_f_dif_seg_5_cropped.jpeg,f,train
2025,/asl_dataset/k/hand2_k_dif_seg_2_cropped.jpeg,k,train
170,/asl_dataset/9/hand2_9_right_seg_4_cropped.jpeg,9,train
99,/asl_dataset/u/hand2_u_right_seg_5_cropped.jpeg,u,train
473,/asl_dataset/n/hand2_n_right_seg_4_cropped.jpeg,n,train
2325,/asl_dataset/5/hand1_5_top_seg_4_cropped.jpeg,5,train
2262,/asl_dataset/y/hand2_y_bot_seg_4_cropped.jpeg,y,train
344,/asl_dataset/7/hand1_7_bot_seg_1_cropped.jpeg,7,train
682,/asl_dataset/z/hand1_z_bot_seg_2_cropped.jpeg,z,train
2439,/asl_dataset/p/hand2_p_left_seg_4_cropped.jpeg,p,train
1002,/asl_dataset/a/hand2_a_top_seg_1_cropped.jpeg,a,train
610,/asl_dataset/6/hand1_6_dif_seg_4_cropped.jpeg,6,train
1350,/asl_dataset/j/hand1_j_left_seg_2_cropped.jpeg,j,train
112,/asl_dataset/u/hand1_u_top_seg_2_cropped.jpeg,u,train
603,/asl_dataset/6/hand5_6_bot_seg_1_cropped.jpeg,6,train
769,/asl_dataset/1/hand1_1_right_seg_5_cropped.jpeg,1,train
2124,/asl_dataset/l/hand3_l_dif_seg_4_cropped.jpeg,l,train
74,/asl_dataset/u/hand2_u_top_seg_2_cropped.jpeg,u,train
1624,/asl_dataset/q/hand2_q_bot_seg_3_cropped.jpeg,q,train
2083,/asl_dataset/k/hand2_k_right_seg_3_cropped.jpeg,k,train
1934,/asl_dataset/e/hand2_e_top_seg_3_cropped.jpeg,e,train
1454,/asl_dataset/c/hand1_c_dif_seg_4_cropped.jpeg,c,train
574,/asl_dataset/6/hand1_6_bot_seg_3_cropped.jpeg,6,train
892,/asl_dataset/t/hand2_t_right_seg_1_cropped.jpeg,t,train
560,/asl_dataset/6/hand4_6_bot_seg_2_cropped.jpeg,6,train
1499,/asl_dataset/d/hand2_d_dif_seg_4_cropped.jpeg,d,train
1352,/asl_dataset/j/hand5_j_bot_seg_4_cropped.jpeg,j,train
2187,/asl_dataset/2/hand1_2_left_seg_3_cropped.jpeg,2,train
1443,/asl_dataset/c/hand5_c_bot_seg_1_cropped.jpeg,c,train
282,/asl_dataset/7/hand2_7_dif_seg_4_cropped.jpeg,7,train
1084,/asl_dataset/f/hand1_f_right_seg_1_cropped.jpeg,f,train
2048,/asl_dataset/k/hand3_k_dif_seg_4_cropped.jpeg,k,train
1927,/asl_dataset/e/hand3_e_dif_seg_1_cropped.jpeg,e,train
205,/asl_dataset/9/hand2_9_left_seg_5_cropped.jpeg,9,train
808,/asl_dataset/8/hand1_8_right_seg_2_cropped.jpeg,8,train
1621,/asl_dataset/q/hand2_q_top_seg_5_cropped.jpeg,q,train
2407,/asl_dataset/p/hand3_p_dif_seg_5_cropped.jpeg,p,train
1476,/asl_dataset/d/hand1_d_dif_seg_1_cropped.jpeg,d,train
1809,/asl_dataset/x/hand3_x_dif_seg_3_cropped.jpeg,x,train
1092,/asl_dataset/f/hand2_f_bot_seg_5_cropped.jpeg,f,train
200,/asl_dataset/9/hand2_9_dif_seg_1_cropped.jpeg,9,train
